Unnamed: 0,discussion,is_moderator,response
414,And further more I am not the main contributor here. I just wanted to add one section. Its been re-done to become neutral. Conflict of interest? Because I'm writing about something I know? I'm sure anything you write about I would hope you have some interest in it before getting sources or not. What do you specialize in Orange Mike? Do you have hobbies? This is getting a little too ridiculous now. I expect the WP:Whining to be thrown my way next.- ,0.0,"3

The comment seems to be defensive and somewhat confrontational, potentially escalating the tension in the"
415, January 2010 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
416,Regarding your article Janet Taylor,0.0,1
417," Hello, I'm . I have automatically detected that your edit to List of countries and dependencies by population may have broken the syntax by modifying 1 ""()""s. If you have, don't worry: just [ edit the page] again to fix it. If I misunderstood what happened, or if you have any questions, you can leave a message on my operator's talk page.
List of unpaired brackets remaining on the page:
Karabakh Republic]]''De facto'' independent, ''de jure'' part of [[AzerbaijanTurkey]].
It's OK to remove this message. Also, to stop receiving these messages, follow . Thanks,  ",0.0,1
418," Does anyone else recognize the problem with shipping MIL spec hardware with software that is fundamentally-unsound (Microsoft Windows)? Other PC makers are starting to wise up; Apple offers Mac OS X UNIX and Dell offers Ubuntu Linux. (Boutique PC maker Tadpole Computer, also in Cupertino, California, offers MIL spec hardware running Solaris.) I think it's worthy of mention, but would like to keep the text appropriate. Thanks  ",0.0,1
419," Please do not add inappropriate external links to Wikipedia. Wikipedia is not a collection of links, nor should it be used for advertising or promotion. Inappropriate links include (but are not limited to) links to personal web sites, links to web sites with which you are affiliated, and links that attract visitors to a web site or promote a product.  See the external links guideline and spam guideline for further explanations. Since Wikipedia uses nofollow tags, external links do not alter search engine rankings. If you feel the link should be added to the article, please discuss it on the article's talk page rather than re-adding it.  ",0.0,1
420, thank you for helping me.  ,0.0,1
421,"Just keep in mind that the reader isn't expected to be a scholar or somebody used to ""just tell me the facts and I can make up my own mind"". I don't intend to be insulting, but please keep in mind Wikipedia is not an indiscriminate collection of facts. All too many articles are of poor quality because well-meaning editors just pile on facts with no clear idea of what that makes the article tell the reader. That said, I do feel the recent edits were for the better since it became more clear why the article is telling me as a reader one fact or the other: the story being that the site's status remains unclear: here's evidence for, here's evidence against. At times, the article has veered into ""it's all but confirmed"" territory (again, by well-meaning editors) which makes any evidence against look very strange since it makes one part of the article go against the whole. I hope you see the difference: the first reads as a good article (just on an unclear subject); the second reads as a poor and confused article, just a jumble of facts. Regards,  ",0.0,1
422,One can give many such different views of different critics. I will not go much deep but some reviews like of Hindustan Times says Bajirao Mastani review: Deepika overpowers Ranveer and Priyanka. ,0.0,1
423, October 2007 ,0.0,1
424,"Nevertheless, they supported Pakistan. They sent army equipment, financial aid, moral support, opposition to dismemberment of Pak, etc. The references provided support the fact. ",0.0,"Previous comment: ""India did not support Pakistan in the 1971 war. They were on"
425, Where to go ,0.0,1
426,"There is a TV series with the same name as the article (called Sports Science). I don't know if there are plans for an article for the TV series, but I thought it should be noted.  —Preceding unsigned comment added by    ",0.0,1
427, Weather box ,0.0,"Comment: ""Weather box? What are you talking about? This is a discussion about climate change"
428,"I agree, Sullivan, that you did kinda get a rude reception, and even though I wasn't involved and am no employee of the Foundation I apologize for that. However, we have almost four million articles and nowhere near one million active users during any given month (let alone a million ''interested'' users), and a good proportion of articles either are too technical for most editors or attract disproportionate numbers of partisans. (The latter class of articles tend to be focused on political or ethnic topics, and many of those topic areas are under sanctions from ArbCom cases.) Now, while I do agree having a higher proportion of articles to editors is ideal (my ideal ratio is 4:1 or 5:1) in practice you're not going to have this unless you mandate it, and since this is a volunteer project many of these editors - especially those in heated topic areas - will respond by showing their heels.
Not too long ago, we had a spat over a model similar to what you're suggesting, with some supporters arguing that it should apply only to biographies of living people. However, that was (mathematically) even more unworkable, since the article-to-user ratio was ~ 63:1. Again, it sounded well in theory, but in practice it would have been extremely problematic unless mandatory. —''Jeremy'' v^_^v Components:  ",0.0,1
429," what has this got to do with this RM? Sarah Palin has an article. A better example would be Mark Pauly Bendheim Professor. Professor of Health Care Management. Professor of Business Economics and Public Policy. whose ""The Economics of Moral Hazard"" American Economic Review 1967 is highly notable and led to his involvement in the Patient Protection and Affordable Care Act and he should have an article.
But is Mark Pauly covered in the Patient Protection and Affordable Care Act like Run Devil Run (Paul McCartney song) is WP:DISAMBIGUATION first paragraph: ""covered as a minor subject"" in the album article. No it isn't, so why raise Sarah Palin when the question is - is the title song of a Paul McCartney album covered in the album article. Is it? What more coverage would you like added to meet a coverage requirement?  ",0.0,1
430,"``Father of econometrics""?  Really.  I knew Jacob Marschak, know his work and its importance for econometrics, and I know what others have written about him.  I have never ever heard or read of Marschak being referred to this way.  Please provide a citation.  — Preceding unsigned comment added by    ",0.0,"3

The commenter is asking for a citation, which is a reasonable request in an academic discussion"
431," Please do not add or change content without verifying it by citing ''reliable'' sources, as you did to Peru ‎ . Please review the guidelines at Wikipedia:Citing sources and take this opportunity to add references to the article. Thank you.  ",0.0,1
432, February 2014 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
433, December 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
434, DYK ,0.0,"Comment: ""DYK that the moon landing was faked? It's all a conspiracy!"""
435, Mean To Me ,0.0,"**Comment:**
I don't understand why you're being so mean to me. I'm"
436,"I agree with you that IPA is understood by a fairly limited number of readers, until this dispute I’d never found sufficient motivation to get involved with it. But I’m afraid that the Clitheroe article is not the place to debate the validity of phonetics, or if wiki should use IPA. But I thought you should know that this issue has led to discussions in more appropriate palaces that may well see changes made to the IPA help pages and relevant tooltip.
If there is still debate over the transcription it would save a lot of time to check with a reliable source as has been recently suggested on the talk page. With many thousands of contributors on a daily basis content disputes are frequent.  The content on Wikipedia is not the knowledge, views or opinions of its users, it’s supposed to be an accurate representation of the available reliable sources. ",0.0,1
437," Please refrain from making unconstructive edits to Wikipedia, as you did to Terri Schiavo. Your edits have been '''automatically''' marked as unconstructive/possible vandalism and have been '''automatically''' reverted. If you would like to experiment, please use the sandbox.  '''If you believe there has been a mistake and would like to report a false positive, please  and then remove this warning from your talk page.'''  If your edit was not vandalism, please feel free to make your edit again after reporting it. The following is the log entry regarding this warning: Terri Schiavo was changed by    redirecting article to non-existant page on 2008-09-16T21:23:37+00:00 . Thank you.   ",0.0,1
438,"Not really. The fact that it is undocumented/uncited does not necessarily make it original research. It makes it an attempt to categorise encyclopaedically a particular concept. It could do with some citations and more underpinning, but the 'No original research' tag is really, well certainly in my view, a tool for ensuring NPOV and overall neutrality of articles and protecting the encyclopaedic nature of WP from some of the er, how shall I put it, ''more eclectic'' (litotes mine) views on life, the universe and everything from some of the er, er, ''more original researchers''. As an example, the article could very well go on to talk about one-way doors in dungeons (a stock and deeply hackneyed device of bored D&D; dungeon masters) and although virtually no documentation exists on the subject of one way doors in dungeons, anyone who has played D&D; will know ''exactly'' what is being referred to. Now this would be uncited and undocumented but it wouldn't be original and it certainly wouldn't be research. ",0.0,"3

The comment is lengthy and somewhat dismissive, using sarcasm and a condescending tone"
439," Welcome to Wikipedia. It might not have been your intention, but your recent contribution removed content from Michael Lewis (author). Please be more careful when editing articles and do not remove content from Wikipedia without a good reason, which should be specified in the edit summary. Take a look at the welcome page to learn more about contributing to this encyclopedia.  If you would like to experiment again, please use the sandbox.  Thank you.  | 
''If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.''",0.0,1
440,"I've reverted the change to the image back to the one with Alec McCowen. This ensures we have four pictures of people playing Q, not 3 pictures of Q and one of an actor out of character. If possible the aim should be to have one with him from a screenshot – preferably added to a montage of all six Qs. -   • ",0.0,1
441,I agree with the above. Home and Away is a pretty popular through Australia (and elsewhere). I think that the disambiguation page is fine as it is. -'''' ,0.0,1
442," 5. A new bridge was built. Why does that mean ""KOREA IS WORST! JAPAN BANZAI!!!"" Where, oh where, does it say ""japan is best""? < i said. some racist japanese(like Log10000) did.
 Oh, and in case you missed it all 3 times, please sign your posts.   < no interesting about you. sorry man. no thanks.   
 Thanks for your response. Here are my answers.
 1 & 2 - I know some people did, but that's not what I am talking about.
 3 - Yes but that's not the topic of debate.
 4 - The World Trade Center article has a section on plans to rebuild it. The Tacoma Narrows Bridge collapsed, and the article has a section on the replacement bridge. The Tay Rail Bridge collapsed, and the article mentions the replacement bridge. I don't care if JPF bridge has its own article or not, but the fact that it replaced the collapsed bridge surely deserves a mention? Oh, by the way, Wikipedia is not a dictionary, it's an encyclopedia.
 5 - I have looked at Log1000's edit history. He has only made six edits on Wikipedia since he started in October 2006. None of his edits imply any comparison between Japan and Korea. Where is your justification in calling this user a racist?
 6 - I'm not asking you to find me interesting, I'm asking you to follow wikipedia guideline and sign your posts. Why is that a problem? If you don't know how to sign, all you have to do is ask. ",0.0,5
443,"I guess my initial response or reaction to her story is that doesn't surprise me. It certainly does still happen in Madison, in Dane county and for me I certainly have experienced racism also in my adulthood as well growing up here, but it has mostly been in the form of microaggressions and not so much like explicit blatant racism. I feel like a lot of times we don't talk about these things or when it happens to other people or to us, like we don't share it out. I also have my in-laws living with me too and so we have a multi-generational household and I can't even fathom how many racial incidences they must deal with. Even if they don't speak English clearly, they certainly understand a whole lot, and so even if they're unable to articulate exactly that it was racism or that something really demeaning had just happened to them, they can certainly describe their feelings, their emotions, like what happened even if they don't call out racism. Yeah, definitely. Yeah. Microaggressions happen all the time as a woman of color, as a Hmong woman here in Madison. It's something as little as like for instance going to the mall and standing in line waiting to check out, and then you're standing in line and literally bunch of white women or white men they come in and they budge you in line and you're just invisible to them or they don't care what you say and even if you voiced like, ""Hey, like I was standing here first, actually the back of the line is over there."" It's still like, ""No, I was standing here first."" It still happens, so it doesn't surprise me at all unfortunately.",0.0,1
444," Welcome to Wikipedia. It might not have been your intention, but your recent edit removed content from Moombahton with  this edit. When removing content, please specify a reason in the edit summary and discuss edits that are likely to be controversial on the article's talk page. If this was a mistake, don't worry; the content has been restored, as you can see from the page history. Take a look at the welcome page to learn more about contributing to this encyclopedia, and if you would like to experiment, please use the sandbox.  Thank you. [@/Improve] ",0.0,1
445,I think we definitely need a more elaborate system that would allow us to specify the particular transliteration/romanisation of a redirect. – ,0.0,1
446, Smokey's Haunt ,0.0,"Comment: ""You're just another snowflake who can't handle a different opinion. Grow up"
447," Welcome to Wikipedia. It might not have been your intention, but you removed a speedy deletion tag from Post Tronix, a page you have created yourself.  If you do not believe the page should be deleted, you can place a {{hangon}} tag on the page, under the existing speedy deletion tag (please do not remove the speedy deletion tag), and make your case on the page's talk page. Administrators will look at your reasoning before deciding what to do with the page. Thank you. -  ",0.0,1
448,Vandalism Warning,0.0,"Comment: ""This is why I hate people like you. Always trying to act like you're better"
449,Bel.wiki,0.0,"Comment: ""You're just another snowflake who can't handle the truth. Grow up and face"
450," reviewed|1=I was reverting the vandalism of a pro-militant Islamist user  who was Stalking my edits and removing large sourced texts from numerous articles like the pro-Islamic programme Brass Tacks, which he now continues to vandalize with the approval of the pro-Pakistan admin who blocked me. ",0.0,"3

The comment suggests a personal grievance and may be seen as an attempt to air frustrations"
451,"Hi there. In case you didn't know, when you add content to talk pages and Wikipedia pages that have open discussion, you should sign your posts by typing four tildes  ( ~~~~ ) at the end of your comment.  If you can't type the tilde character, you should click on the signature button  located above the edit window.  This will automatically insert a signature with your name and the time you posted the comment. This information is useful because other editors will be able to tell who said what, and when. Thank you!  ",0.0,1
452," Please refrain from making unconstructive edits to Wikipedia, as you did at Rajinikanth. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Thank you.  || ",0.0,1
453,"Sorry, I was really just looking at each talk page of the user without looking at the date. Still, giving a final warning really should be final, right? ",0.0,1
454, January 2013 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
455,"The above was moved by another editor, with my permission. Meanwhile, please note the rant by the blocked user ""Overjoyed"" and what I consider to be a reasonable response.  I would like to point out that there are some similar editing patterns between him and his alleged sockpuppet, ""LaSylphide"".   ''''",0.0,"3

This comment is making an accusation of a user's behavior and suggesting a pattern of behavior"
456,"Hey Dan, apologies for the delay in replying. Yeah, I think perhaps you are correct and I'm sorry for the delay and wasted-time in recognizing it. I spoke to some guys on IRC and they confirmed what you said p *duh*  ",0.0,1
457,":''This review is transcluded from Talk:House of Rufus/GA1. The edit link for this section can be used to add comments to the review.''
'''Reviewer:''' ''''''  • message •  • count • [/wiki/Special:Log?user= logs] • email)",0.0,1
458," Please refrain from making unconstructive edits to Wikipedia, as you did at List of Teen Wolf characters with this edit. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Thank you.  ",0.0,1
459,I didn't notice you edited my edit per WP:BLPEL. However I don't think the German news site is neither questionable nor self-published sources. Moreover this talk page is not Further reading or External links. It is not necessary to remove the link.――  ,0.0,"3

The comment is about a specific edit on Wikipedia and the use of sources. While the"
460,"See also Copyright / {a}, from the official page of CoE.  ",0.0,1
461," Welcome to Wikipedia. Everyone is welcome to make constructive contributions to Wikipedia, but at least one of your recent edits, such as the one you made to Erik the Red, did not appear to be constructive and has been '''automatically reverted''' by .
 Please use the sandbox for any test edits you would like to make, and take a look at the welcome page to learn more about contributing to this encyclopedia. Note that human editors do monitor recent changes to Wikipedia articles, and administrators have the ability to block users from editing if they repeatedly engage in vandalism.
 Cluebot produces very few false positives, but it does happen. If you believe the change you made should not have been detected as unconstructive, please , remove this warning from your talk page, and then make the edit again.
 The following is the log entry regarding this warning: Erik the Red was changed by    making a minor change adding ""!!!"" on 2009-12-14T05:14:27+00:00 . Thank you.   ",0.0,1
462,I'd suggest that any newcomers who are interested in editing this page take a look at the Davos page. Davos is a ski-resort in Switzerland and its wikipedia page looks like more like a page from an encyclopedia. Contrast that with the Davos wikitravel page which is designed as a guide for visitors and travellers. Cheers ,0.0,1
463, December 2010 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
464,"The additional information is excellent, well done!  You need to indicate where you got the information, and I added  tags where cites are obviously needed.  I removed a little ""exuberant"" language (see WP:PEACOCK).  Where a person is blue-linked, you don't need to describe their background (e.g., ""tony-winning"").  Looking forward to the synopsis.  BTW, I think this article falls under the musicals project rules, rather than the film project, since it is a stage musical that just happened to be first prepared for broadcast.  It was played live, like a musical, rather than filmed on locations.  Best regards,   ",0.0,1
465,"1. Source is about adoption, not about recognition of same-sex unions. 2. All informations about recognition of same-sex unions in concrete jurisdiction should be in one article. If you want, you can change Same-sex marriage in New York article's title to Recognition of same-sex unions in New York. Perhaps this title is more appropriate.   ",0.0,1
466," Please stop your disruptive editing. If you continue to vandalize Wikipedia, as you did to Donald Duck with this edit, you may be blocked from editing.       ",0.0,3
467,Took a closer look and did additional work elsewhere on the example. ''North8000'' ,0.0,1
468,"Hi, Fillchugg. This is NOT some automated message...it's from a real person by golly! And this ''real'' person (that would be me), wants to say welcome to Wikipedia! I'm glad you've made an account! Thanks for joining; you're on your way to making some great contributions.
Because I've noticed you've ''just'' joined, I wanted to give you a few tips to get you started. If you have any questions, please talk to us. Any questions are fine, nothing is too silly (we've heard them all). Now, the tips below - hop on them - they should help you begin editing. Best of luck!  
thumb|px400|Yessss! You made an account! Totally sweet!
'''Anybody can edit'''; just go to an article and edit it. Be Bold, but please don't put silly stuff in - it will be removed very quickly, and will annoy people. Besides that, you shouldn't feel nervous or anything about a good-willed contribution. If you're concerned, talk to us.
'''Play''' in your user area. For example, create . If you feel nervous, feel free to talk to us.
'''When you're ready''', start your first article using the Article Wizard. You don't HAVE to use it, but for your first article it really helps. It should be about something well-known, and it will need references. If you'd like more guidance, you guessed it, talk to us.
Good luck with editing; please drop me a line some time on . (You'll want to sign your name with these four tildes   '''~~~~'''   when you leave something on a talk page to help know who you are!)
Once again, welcome to the fantastic world of Wikipedia!
 
P.S. If you just feel like poking around, Wikipedia:Help is a good place to start. )",0.0,1
469,"It appears that the alleged journal homepage at http://www.highercriticism.org points directly to a product page at the self publishing site lulu.com
If the journal used to have a proper web site but doesn't anymore, we should perhaps remove the link or rephrase it. Are self-published books even considered notable?",0.0,1
470,"... for updating the statisics for:
 Joplin, Missouri Metropolitan Area
 Joplin, Missouri
 ",0.0,1
471,"I agree. There have been some major changes to this page with entire sections disappearing that I think should have been preceded with Talk page discussion. I also liked the pic of Mary Roach floating around. I don't believe the pic served merely as ""PR."" ",0.0,1
472,We do not have a section dedicated to Sedna. Hopefully in a few years we will have references that discuss Sedna and VP113 as a group and we can expand the Kuiper cliff section or have a section called Sednoids.   ,0.0,1
473," Hello, I'm . I wanted to let you know that I undid one or more of  to Kıvanç Tatlıtuğ because it didn't appear constructive. If you think I made a mistake, or if you have any questions, you can leave me a message on .     
''If this is a shared IP address, and you did not make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
474," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Musa I of Mali has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Musa I of Mali was changed by    ANN scored at 0.994174 on 2016-12-05T17:39:54+00:00 .
Thank you.   ",0.0,1
475," Hello, I'm . I noticed that you made one or more changes to an article,  but you didn't provide a reliable source. It's been removed and archived in the page history for now, but if you'd like to include a citation and re-add it, please do so! If you need guidance on referencing, please see the referencing for beginners tutorial, or if you think I made a mistake, you can leave me a message on . Thank you.   
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself or logging in with an existing account so you can avoid further irrelevant notices.''",0.0,1
476, A kitten for you!  ,0.0,1
477,"No, that is just a recommendation, do not get me started on the ones from the ESRB. The insanity comes from the new law, making these recommendations strict for sellers. For example, there is no possible way to verify that a child is at least 12 years old.  ",0.0,1
478,"I added the incident in Philadelphia. I do not think the first reference you mentioned is really notable; Ramírez was not suspended, fined, or ejected from the game, and he did not actually hit Torrealba with the pitch. I do not think the second reference is reliable: Ramírez could not have been suspended 50 games for steroids use while with the Royals (because he pitched in 71 games for them), and I could not find any other source saying that he was suspended.  ",0.0,1
479, September 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
480, https://www.olympic.org/news/fair-play-awards-recognise-true-olympic-champions-in-sportsmanship  — Preceding unsigned comment added by    ,0.0,1
481,Can someone please provide publication name and date for this obituary?  ,0.0,1
482," Hey Mikus, JVC isn't ""THE ONLY"" manufacturer of 720p cameras ",0.0,1
483,", how exactly? See ' question above. How is 1 extra click via a dab list better than 1 extra click through a hat note. All this RM is proposing is a reroute of the extra click to take a click detour (click bypass) avoiding the place that makes the cheese. Why is a detour via the dab better than a detour via the place?  ",0.0,1
484,"No it is not, and also this image will have to be included in a article since it is fair use. If you have any other problems, just ask. Other unsourced images can be tagged with . Thanks,   ('''''')",0.0,1
485,"Hello there,
I would just like to thank you for completing all of the goal tables for the Stanley Cup playoffs from 1919 to 1996. This was an ongoing project since last year when the NHL gave out all of its playoff history. However, most of us were too busy AFK to edit this much. I wish there was some award you could get from Project Ice Hockey for your commendable achievement. You have saved me and a few editors hundreds of hours. We look forward to any other contributions you have on Wikipedia.
Sincerely,  ",0.0,1
486,"Since the above editor is posting multiple times, I'll reiterate to his comment here: WP:JR applies specifically to '''biographies'''. We're talking here about the actual, for-real, legal, copyrighted title of '''a work of fiction'''. Apples and oranges. Nowhere is there policy that says MOS for one project, Biography, supersedes and vetoes everything else in Wikipedia. There ''is'' policy that says we be factually accurate, however. We cannot go around changing titles. I'm not sure what the editor is finding at WP:Requested moves or the completely irrelevant WP:Categories for discussion that says an encyclopedia should knowingly falsify a film's title. ",0.0,"3

The commenter is using a firm tone and is clearly frustrated with the other editor's repeated"
487,It'd be much appreciated if you would go to the first formatted book and give an example of how to list it in successive citations with differing page numbers. ,0.0,1
488, Multiplayer mode? ,0.0,1
489, March 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
490, November 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
491,Speedy deletion of User:OctaveMusicSolutions,0.0,"Intervene level: 5

Reasoning: The comment suggests a specific action against"
492,Hello  and thank you again for the warm welcome! I appreciate your offer of assistance and I will likely be contacting you as I work towards editing stub articles related to Animal Behaviour over the next semester. Cheers.  ,0.0,1
493, September 2015 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
494, Scoring ,0.0,"3

**Context:**
Comment 1: ""I think the new policy is a step"
495," '''Read this Signpost in full'''
 Single-page
 Unsubscribe
  ",0.0,1
496,"Thanks for uploading ''':File:Libbzfoxxy.jpg'''. You don't seem to have said where the image came from, who created it, or what the copyright status is.  We require this information to verify that the image is legally usable on Wikipedia, and because most image licenses require giving credit to the image's creator.
To add this information, click on this link, then click the ""Edit"" tab at the top of the page and add the information to the image's description.  If you need help, post your question on Wikipedia:Media copyright questions.
For more information on using images, see the following pages:
 Wikipedia:Image use policy
 Wikipedia:Image copyright tags
Thank you for your cooperation.  ",0.0,1
497,"Actually I believe Stephan Schulz's suggestion is the best. As he pointed out, ''Genussgift'' is redirecting to ''Genussmittel'' in German Wikipedia. And ''Genussmittel'' means stimulant. The word ""drug"" will not apply for coffee and tea. Per this dictionary definition provided by Future perfect, ''Genussgift '' is stimulant, excitant, substance which excites. Thus ""Recreational Stimulant"" is the best translation. '''''' ",0.0,1
498,"As far as I've seen, there is no WP standard that says an article must insert a flow-disrupting pronunciation guide in the first sentence of an article. Hence I moved it down following the definition and turned it into a more complete sentence. If there is a concern with this change, please clarify. Thank you.— ",0.0,1
499," Welcome to Wikipedia. The recent edit you made to Talk:Main Page has been reverted, as it appears to have removed content from the page without explanation. Use the sandbox for testing; if you believe the edit was constructive, please ensure that you provide an informative edit summary. You may also wish to read the introduction to editing. Thank you.   ",0.0,1
500,Cool Cat's proposal was recently rejected and also appears to be a perennial proposal here at WP.  I don't really like it because it increases the difficulty of finding an admin with the correct power to effect the changes that I judge to be required.  Leaving a message with the wrong admin could leave problems live for a longer period of time than at present. ,0.0,1
501, September 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
502," Hello, I'm . An edit you recently made to Fiber Distributed Data Interface seemed to be a test and has been removed. If you want more practice editing, the sandbox is the best place to do so. If you think I made a mistake, or if you have any questions, you can leave me a message on . Thanks. ''' '''
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
503,"I'm not a linguist (my knowledge of the subject mainly comes from popular science articles, and Wikipedia), so I'm in no position to judge what the current scholarly consensus is.  However, I ''might'' be able to suggest a better wording that gives a more balanced description of the range of theories.  Would something like this be reasonable?
''Altaic is a proposed language family that includes some or all of the Turkic, Mongolic, Tungusic, Koreanic, and Japonic languages.  Several versions of the theory exist, which include or exclude different sub-families.  In its original form (also known as ""micro-Altaic""), the Altaic family comprises the Turkic, Mongolic, and Tungusic language families.  An alternative version of the theory, known as ""macro-Altaic"" includes all the sub-families (Turkic, Mongolic, Tungusic, Koreanic, and Japonic).  Unger (1990) proposes another grouping, consisting only of Japonic, Korean and Tungusic.  The existance of an Altaic family (in whatever form) is itself controversial, and is not accepted by the majority of linguists, who argue that the similarities between the subfamilies are a result of areal interaction between the language groups concerned rather than common descent''.
I ''think'' that looks reasonably balanced (once proper references are added).  A few points that may need considering, though:
 Regardles of how we rewrite it, the current first line of the lede probably needs to be changed, as it oversimplifies the cited source.  (Current text: ''Altaic ... includes the Turkic, Mongolic, Tungusic, Koreanic, and Japonic languages''.  Cited paper: ''Altaic ... comprising the Turkic, Mongolic, Tungusic, Korean '''and, in most recent versions''', Japanese languages'').
 I'm not sure the best way to describe the non-acceptance of the theory by the majority of linguists.  Is this a fringe theory, or is it more like ""35% accept it, 55% reject it, 10% haven't made up their mind)?  Is it rejected just due to lack of evidence, or is there positive evidence against it?  We will have to be careful about how we word it, to avoid sounding unduly accepting/dismissive of one side or the other.  (In any case, this needs a better discussion in the main body of the article, including perhaps a brief description of any alternative theories.  At the moment there is nothing really explaning ''why'' the majority reject it).
 If Unger is the sole person to support a ""Japonic, Korean and Tungusic"" grouping, is it giving him undue weight to mention this in the lede?
 Ideally, we should state whether current concensus favours the micro or macro version of the theory (or neither), but given the previous arguments, it this may be too complex an issue for the lede.
 ",0.0,"3

The comment is thoughtful and detailed, attempting to contribute to a discussion about the wording of"
504," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Compromise has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Compromise was changed by    ANN scored at 0.95428 on 2017-11-30T11:03:12+00:00 .
Thank you.   ",0.0,1
505,"Wow this is AMAZING. It's a good source if he owns the DVD, but it's not a good source if he somehow obtained the broadcast in another way? Whu? Are you saying that they somehow magically alter the outcome of a match or who pinned who for the DVD? no matter HOW it was seen the broadcast (and any commercial DVD of that broadcast) is a source. I mean does citing a DVD not count if you bought the PPV and saw it? This is a new low in weird arguments, bravo.  ",0.0,1
506,"change wrestlemania 29. The shield vs ryback,sheamus,and randy orton

 ",0.0,1
507,"On a single day, no, but over the whole weekend there were 200+. ",0.0,1
508," Welcome to Wikipedia. The recent edit you made to Weeds has been reverted, as it appears to be unconstructive. Use the sandbox for testing; if you believe the edit was constructive, ensure that you provide an informative edit summary. You may also wish to read the introduction to editing. Thanks.  ",0.0,1
509,"Hello fellow Wikipedians,
I have just modified one external link on Anthony Rendon. Please take a moment to review my edit. If you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. I made the following changes:
Added archive https://web.archive.org/web/20121127221911/http://baseballnewshound.com/?p=3401 to http://baseballnewshound.com/?p=3401
When you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the URLs.

Cheers.— ",0.0,1
510,"Sure here are some examples from the article on the British actor and scriptwriter Jeremy Lloyd
He was lauded in America where they loved his patrician upper class depiction of an Englishman. (no reference)
A decision had to be made as to whether he would return to America for the start of the new season or remain in the United Kingdom and marry Miss Lumley. He never returned to America (no reference, Lloyd is listed as living in Tennessee)
Lloyd has been the subject of a persistent urban legend which claims that he had been invited to a dinner party at the home of Sharon Tate on the night that she was murdered by followers of Charles Manson. This was verified as true, not a myth, when the octogenarian was interviewed by Emma Freud on BBC Radio 4 Loose Ends on 10 December 2011.[1] (this is very important as the phrase urban legend is used to formally refer to witness knowledge that has no formal reference UNTIL he is claimed to have said it on a radio programme - suddenly informal knowledge has value !!)
Lloyd appeared in A Hard Day's Night and Help!, two films starring the Beatles, and also had a brief role in The Magic Christian, which starred Peter Sellers and Ringo Starr. Starr appeared in an episode of Laugh-In, recalling the films he and Lloyd were in together, while Lloyd looked at him as a stranger, saying ""Sorry, you can't expect me to remember everybody.""
(no reference given for the quote)  ",0.0,"3

The comment contains a mix of factual information and unverified claims. While the comment provides"
511,District?,0.0,1
512," Please refrain from making unconstructive edits to Wikipedia. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Administrators can block users from editing if they repeatedly vandalize. Thank you.  
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
513, October 2008 ,0.0,1
514,"So you are saying it is ""copy right violation"" to make reference to a video on youtube? So then why is it not also a violation to make a reference to ""a book"". ? I am not sure I am following the logic. Explain? Thanks.  ",0.0,1
515, May 2013 ,0.0,"Comment: ""This is why I hate people who think they know everything. You don't know"
516,"One edit war, paticuarly one involving personal details of a BLP, is enough to have a page protected at any time. With all due respect, I have been an admin longer than you have been an editor, so am perfectly able to judge whether protection is appropriate. ",0.0,"3

The comment seems to be authoritative and could be seen as dismissive or condescending due"
517,Long term disruptive editor and block evader. This list is thanks to previous countervandalism work of   ,0.0,1
